t1,t2,t3,t4,CF12_34,CF13_24,CF14_23,ngenes
B589,C33,K22,SP1777,0.2,0.3333333333333333,0.4666666666666667,15.0
BHV5,C33,K22,SP1777,0.8,0.13333333333333333,0.06666666666666667,15.0
216_II,C46,K22,SP1777,0.9333333333333333,0.06666666666666667,0.0,15.0
B589,C46,K22,SP1777,0.2,0.3333333333333333,0.4666666666666667,15.0
BHV5,C46,K22,SP1777,0.8,0.13333333333333333,0.06666666666666667,15.0
C33,C46,K22,SP1777,1.0,0.0,0.0,15.0
216_II,Cooper,K22,SP1777,0.9333333333333333,0.06666666666666667,0.0,15.0
B589,Cooper,K22,SP1777,0.2,0.3333333333333333,0.4666666666666667,15.0
BHV5,Cooper,K22,SP1777,0.8,0.13333333333333333,0.06666666666666667,15.0
C33,Cooper,K22,SP1777,1.0,0.0,0.0,15.0
C46,Cooper,K22,SP1777,1.0,0.0,0.0,15.0
216_II,B589,BHV5,Titanium_IBR_MLV_vaccine,0.0,0.13333333333333333,0.8666666666666667,15.0
216_II,B589,C33,Titanium_IBR_MLV_vaccine,1.0,0.0,0.0,15.0
216_II,BHV5,C33,Titanium_IBR_MLV_vaccine,1.0,0.0,0.0,15.0
B589,BHV5,C33,Titanium_IBR_MLV_vaccine,1.0,0.0,0.0,15.0
216_II,B589,C46,Titanium_IBR_MLV_vaccine,1.0,0.0,0.0,15.0
216_II,BHV5,C46,Titanium_IBR_MLV_vaccine,1.0,0.0,0.0,15.0
B589,BHV5,C46,Titanium_IBR_MLV_vaccine,1.0,0.0,0.0,15.0
216_II,C33,C46,Titanium_IBR_MLV_vaccine,0.8666666666666667,0.0,0.13333333333333333,15.0
B589,C33,C46,Titanium_IBR_MLV_vaccine,0.8666666666666667,0.0,0.13333333333333333,15.0
BHV5,C33,C46,Titanium_IBR_MLV_vaccine,0.8666666666666667,0.0,0.13333333333333333,15.0
216_II,B589,Cooper,Titanium_IBR_MLV_vaccine,1.0,0.0,0.0,15.0
216_II,BHV5,Cooper,Titanium_IBR_MLV_vaccine,1.0,0.0,0.0,15.0
B589,BHV5,Cooper,Titanium_IBR_MLV_vaccine,1.0,0.0,0.0,15.0
216_II,C33,Cooper,Titanium_IBR_MLV_vaccine,0.6666666666666666,0.2,0.13333333333333333,15.0
B589,C33,Cooper,Titanium_IBR_MLV_vaccine,0.6666666666666666,0.2,0.13333333333333333,15.0
BHV5,C33,Cooper,Titanium_IBR_MLV_vaccine,0.6666666666666666,0.2,0.13333333333333333,15.0
216_II,C46,Cooper,Titanium_IBR_MLV_vaccine,0.0,0.26666666666666666,0.7333333333333333,15.0
B589,C46,Cooper,Titanium_IBR_MLV_vaccine,0.0,0.26666666666666666,0.7333333333333333,15.0
BHV5,C46,Cooper,Titanium_IBR_MLV_vaccine,0.0,0.26666666666666666,0.7333333333333333,15.0
C33,C46,Cooper,Titanium_IBR_MLV_vaccine,0.0,0.26666666666666666,0.7333333333333333,15.0
216_II,B589,K22,Titanium_IBR_MLV_vaccine,0.0,0.06666666666666667,0.9333333333333333,15.0
216_II,BHV5,K22,Titanium_IBR_MLV_vaccine,0.06666666666666667,0.06666666666666667,0.8666666666666667,15.0
B589,BHV5,K22,Titanium_IBR_MLV_vaccine,0.13333333333333333,0.8,0.06666666666666667,15.0
216_II,C33,K22,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
B589,C33,K22,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
BHV5,C33,K22,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
216_II,C46,K22,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
B589,C46,K22,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
BHV5,C46,K22,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
C33,C46,K22,Titanium_IBR_MLV_vaccine,0.13333333333333333,0.8666666666666667,0.0,15.0
216_II,Cooper,K22,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
B589,Cooper,K22,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
BHV5,Cooper,K22,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
C33,Cooper,K22,Titanium_IBR_MLV_vaccine,0.13333333333333333,0.6666666666666666,0.2,15.0
C46,Cooper,K22,Titanium_IBR_MLV_vaccine,0.7333333333333333,0.0,0.26666666666666666,15.0
216_II,B589,SP1777,Titanium_IBR_MLV_vaccine,0.06666666666666667,0.0,0.9333333333333333,15.0
216_II,BHV5,SP1777,Titanium_IBR_MLV_vaccine,0.13333333333333333,0.0,0.8666666666666667,15.0
B589,BHV5,SP1777,Titanium_IBR_MLV_vaccine,0.2,0.8,0.0,15.0
216_II,C33,SP1777,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
B589,C33,SP1777,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
BHV5,C33,SP1777,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
216_II,C46,SP1777,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
B589,C46,SP1777,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
BHV5,C46,SP1777,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
C33,C46,SP1777,Titanium_IBR_MLV_vaccine,0.13333333333333333,0.8666666666666667,0.0,15.0
216_II,Cooper,SP1777,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
B589,Cooper,SP1777,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
BHV5,Cooper,SP1777,Titanium_IBR_MLV_vaccine,0.0,1.0,0.0,15.0
C33,Cooper,SP1777,Titanium_IBR_MLV_vaccine,0.13333333333333333,0.6666666666666666,0.2,15.0
C46,Cooper,SP1777,Titanium_IBR_MLV_vaccine,0.7333333333333333,0.0,0.26666666666666666,15.0
216_II,K22,SP1777,Titanium_IBR_MLV_vaccine,0.06666666666666667,0.0,0.9333333333333333,15.0
B589,K22,SP1777,Titanium_IBR_MLV_vaccine,0.3333333333333333,0.4666666666666667,0.2,15.0
BHV5,K22,SP1777,Titanium_IBR_MLV_vaccine,0.13333333333333333,0.06666666666666667,0.8,15.0
C33,K22,SP1777,Titanium_IBR_MLV_vaccine,0.0,0.0,1.0,15.0
C46,K22,SP1777,Titanium_IBR_MLV_vaccine,0.0,0.0,1.0,15.0
Cooper,K22,SP1777,Titanium_IBR_MLV_vaccine,0.0,0.0,1.0,15.0
